fund_code,fund_name,theme_hint,investability_hint,investability_note,is_current,latest_nav_date,latest_price,return_5d_pct,previous_5d_pct,acceleration_5d_pp,return_20d_pct,previous_20d_pct,acceleration_20d_pp,return_60d_pct,return_126d_pct,return_252d_pct,volatility_20d_ann_pct,max_drawdown_60d_pct,distance_from_60d_high_pct,portfolio_size_try,investor_count,history_observations,stock_pct,foreign_stock_pct,foreign_security_pct,foreign_etf_pct,precious_metals_pct,eurobond_pct,government_bond_pct,private_sector_bond_pct,investment_fund_pct,etf_pct,term_deposit_pct,repo_pct,reverse_repo_pct,derivative_pct,dataset_latest_date,breakdown_date,generated_at_local
ILH,İŞ PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,4.0141,0.7484,0.7498,-0.0014,3.0459,3.4296,-0.3838,10.2283,22.2234,47.6955,1.3959,0.0,0.0,167697526635.56,11635.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
IOO,İŞ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,4.614,0.8167,0.7427,0.0739,3.1502,3.2406,-0.0904,10.0187,21.44,46.9677,1.3824,0.0,0.0,18483878517.45,6068.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
IOP,İŞ PORTFÖY ODEABANK PARA PİYASASI (TL) FONU,Bankacılık / Finans,EXCLUDE,Para piyasası fonu,True,2026-08-24,6.3449,0.7701,0.774,-0.0039,3.1237,3.3803,-0.2566,10.2568,22.1129,48.2474,1.3966,0.0,0.0,6773863368.81,6436.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
IRY,INVEO PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,4.0161,0.7748,0.7732,0.0016,3.1309,3.4709,-0.34,10.5279,22.6755,49.5442,1.4198,0.0,0.0,1844895192.11,2337.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
IUZ,İŞ PORTFÖY ANADOLUBANK PARA PİYASASI (TL) FONU,Bankacılık / Finans,EXCLUDE,Para piyasası fonu,True,2026-08-24,4.7715,0.7687,0.7469,0.0219,3.0863,3.296,-0.2097,10.0381,21.6584,47.2768,1.3921,0.0,0.0,1310581792.01,1213.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
KHP,KUVEYT TÜRK PORTFÖY PAYLAŞIMLI HESAP PARA PİYASASI KATILIM FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,0.0,-100.0,0.9984,-100.9984,-100.0,4.4975,-104.4975,-100.0,,,355.6324,-100.0,-100.0,0.0,2082.0,87,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
KIE,TRIVE PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,4.6652,0.8428,0.8651,-0.0222,3.4974,3.5768,-0.0794,11.0935,23.1327,46.3653,1.5685,0.0,0.0,214408155.7,932.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
KLI,AK PORTFÖY PARA PİYASASI KATILIM SERBEST FON,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.3151,0.748,0.7499,-0.0018,3.0368,3.4063,-0.3695,10.1469,22.0528,,1.4025,0.0,0.0,311988981.36,169.0,178,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,0.0,-100.0,0.7201,-100.7201,-100.0,3.304,-103.304,-100.0,-100.0,-100.0,355.4456,-100.0,-100.0,0.0,107297.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
KNI,AZİMUT PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.3787,0.7054,0.7032,0.0022,2.8691,3.2041,-0.335,9.5769,20.8119,,1.3195,0.0,0.0,17103987918.23,447.0,218,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
KPI,İŞ PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.4765,0.7401,0.7355,0.0047,2.9827,3.3241,-0.3414,9.9603,21.5497,46.038,1.3698,0.0,0.0,5030787117.65,6543.0,260,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
KPP,KARE PORTFÖY PARA PİYASASI FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,0.0,-100.0,0.7883,-100.7883,-100.0,3.3831,-103.3831,-100.0,-100.0,-100.0,355.4754,-100.0,-100.0,0.0,693.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
KPR,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM SERBEST FON,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,0.0,-100.0,0.7244,-100.7244,-100.0,3.3544,-103.3544,-100.0,-100.0,-100.0,355.4536,-100.0,-100.0,0.0,1344.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
KSK,AZİMUT PORTFÖY İKİNCİ PARA PİYASASI KATILIM FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,2.933,0.6442,0.7379,-0.0937,2.9904,3.345,-0.3545,10.0163,22.0803,47.0128,1.5113,0.0,0.0,8860382378.59,677.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
LKT,AKTİF PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.8834,0.7227,0.7884,-0.0657,3.0149,3.1526,-0.1377,9.6378,20.9533,44.6691,1.2934,0.0,0.0,191368222.56,352.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
MPE,MT PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.3896,0.7224,0.7053,0.017,2.8816,-0.7556,3.6373,5.4208,16.3084,,1.3261,-3.5717,-0.793,87905188.6,117.0,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
MPL,MT PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,2.0248,0.7794,0.7739,0.0055,3.1812,3.6313,-0.4501,10.3391,20.7124,49.1713,1.4747,-0.5563,0.0,659890870.32,962.0,304,0.0,0.0,0.0,0.0,0.0,0.0,15.53,0.0,0.0,0.0,0.0,0.0,36.45,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
MT2,MT PORTFÖY PARA PİYASASI SERBEST (TL) FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.4114,0.791,0.7995,-0.0085,3.316,3.5568,-0.2408,11.2503,26.0682,,1.5145,-0.0116,0.0,6083003368.72,1554.0,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.63,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
NMP,AK PORTFÖY NEMA PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.0194,0.7339,0.7634,-0.0295,,,,,,,,0.0,0.0,662296868.0,3977.0,12,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
NRG,NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,5.5932,0.7591,0.7493,0.0098,3.0783,3.3606,-0.2824,10.1222,22.1452,48.5739,1.3798,0.0,0.0,7871038499.99,3370.0,304,0.0,0.0,0.0,0.0,0.0,0.0,10.41,0.13,0.0,0.0,0.0,0.0,56.89,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
NSA,NEO PORTFÖY PARA PİYASASI KATILIM SERBEST FON,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,2.5602,0.7611,0.7679,-0.0068,3.0401,3.4319,-0.3918,10.2304,22.1293,47.5062,1.3601,0.0,0.0,1070606860.7,355.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
NSP,NUROL PORTFÖY PARA PİYASASI KATILIM FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.8509,0.7452,0.742,0.0032,3.0095,3.3693,-0.3598,10.0851,22.0311,47.3504,1.3829,0.0,0.0,1370062082.04,2759.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
NVB,NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,4.8406,0.754,0.7446,0.0094,3.0518,3.3394,-0.2876,10.0461,21.8803,48.0975,1.3693,0.0,0.0,6858804646.94,4730.0,304,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.15,0.0,0.0,0.0,0.0,49.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
NZT,NEO PORTFÖY PARA PİYASASI SERBEST FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,6.085,0.7353,0.7346,0.0006,2.9695,3.3176,-0.3481,9.9336,21.6798,47.1012,1.3693,0.0,0.0,9234145730.85,416.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
OPJ,QNB PORTFÖY QNB PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.689,0.736,0.7312,0.0048,2.9652,3.3344,-0.3692,9.8823,20.9972,46.2494,1.3579,0.0,0.0,886604321.15,2347.0,304,0.0,0.0,0.0,0.0,0.0,0.0,12.99,0.0,0.0,0.0,0.0,0.0,59.38,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
OYL,OYAK PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,0.0,-100.0,0.7517,-100.7517,-100.0,3.3196,-103.3196,-100.0,-100.0,-100.0,355.4675,-100.0,-100.0,0.0,8202.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
P1A,A1 CAPİTAL PORTFÖY PARA PİYASASI (TL) SERBEST FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.535,0.7878,0.8298,-0.042,3.3697,3.879,-0.5092,11.4708,24.2237,,1.5206,0.0,0.0,484115313.48,344.0,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PAB,A1 CAPİTAL PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.4155,0.8013,0.7946,0.0068,3.2883,3.5557,-0.2674,10.8614,23.1465,,1.5167,0.0,0.0,131786454.64,659.0,214,0.0,0.0,0.0,0.0,0.0,0.0,10.47,0.0,0.0,0.0,0.0,0.0,69.25,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PIP,GARANTİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.6891,0.7494,0.748,0.0014,3.0315,3.368,-0.3365,10.092,22.1271,47.5858,1.3913,0.0,0.0,25415376072.49,398.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PJL,PHİLLİP PORTFÖY PARA PİYASASI FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,5.2171,0.7568,0.7485,0.0083,3.0423,3.2924,-0.2501,10.0041,21.5851,47.0252,1.3624,0.0,0.0,1228483560.28,1279.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PK1,AHLATCI PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.0502,0.7342,0.7162,0.018,2.9188,,,,,,1.3407,0.0,0.0,10937868.26,128.0,33,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PKM,PUSULA PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,0.0,-100.0,0.7356,-100.7356,-100.0,3.3451,-103.3451,,,,355.4654,-100.0,-100.0,0.0,536.0,45,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PKP,ATA PORTFÖY PARA PİYASASI KATILIM SERBEST FON,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.2614,0.7659,0.7473,0.0186,3.0453,3.4694,-0.4241,10.2133,21.8991,,1.3897,0.0,0.0,450909300.1,105.0,150,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PKR,ROTA PORTFÖY PARA PİYASASI KATILIM FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.5416,0.6416,0.7197,-0.0781,2.9727,1.5987,1.3741,8.0942,19.3758,43.6294,1.4904,-1.3552,0.0,671204305.2,215.0,295,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PKT,YAPI KREDİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.5995,0.7442,0.7407,0.0035,3.0056,3.4315,-0.4258,10.1812,22.022,47.4104,1.3784,0.0,0.0,12292265980.97,1146.0,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PLR,OSMANLI PORTFÖY PARA PİYASASI FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.677,0.7773,0.7595,0.0178,3.1382,3.3957,-0.2575,10.3606,22.5248,49.2626,1.4248,0.0,0.0,910817341.38,902.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PNU,PUSULA PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,0.0,-100.0,0.9826,-100.9826,-100.0,4.0836,-104.0836,-100.0,,,355.5921,-100.0,-100.0,0.0,24220.0,110,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PPG,ALBARAKA PORTFÖY PARA PİYASASI KATILIM FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.4593,0.7272,0.7152,0.012,2.9116,3.2728,-0.3612,9.8103,21.3288,45.6275,1.3376,0.0,0.0,2402554661.54,1712.0,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PPI,YAPI KREDİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,2.2906,0.7553,0.7513,0.004,3.1219,3.1847,-0.0628,9.8194,21.2031,47.3113,1.456,0.0,0.0,8837013584.66,2797.0,304,0.0,0.0,0.0,0.0,0.0,0.0,17.33,1.49,0.0,0.0,0.0,0.0,81.17,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PPJ,AK PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.8577,0.7631,0.7632,-0.0001,3.0929,3.4724,-0.3795,10.3755,22.647,48.5461,1.4189,0.0,0.0,91688518495.4,6723.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PPK,QNB PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,2.2572,0.733,0.7411,-0.0081,2.9486,3.3643,-0.4156,9.9648,21.675,46.6174,1.3344,0.0,0.0,5977198606.49,3123.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PPN,NUROL PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,5.7913,0.7793,0.7735,0.0058,3.1659,3.4267,-0.2608,10.4394,22.6911,49.0929,1.425,0.0,0.0,12297385759.8,13470.0,304,0.0,0.0,0.0,0.0,0.0,0.0,12.22,12.96,0.0,0.0,0.0,0.0,18.44,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PPP,PERFORM PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,3.1354,0.7777,0.759,0.0187,3.0798,3.3622,-0.2823,10.1605,22.0631,47.6833,1.4203,0.0,0.0,8232281273.51,370.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PPT,ATLAS PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,3.2925,0.8337,0.8325,0.0012,3.4164,3.7874,-0.371,11.3228,24.5926,53.4842,1.5495,0.0,0.0,2516963224.83,3860.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PPV,AKTİF PORTFÖY PARA PİYASASI SERBEST (TL) FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.1548,0.7478,0.7511,-0.0032,3.0395,3.4279,-0.3884,10.248,,,1.3946,0.0,0.0,9187408842.87,168.0,88,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PPZ,AZİMUT PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,6.6098,0.7583,0.7517,0.0066,3.0706,3.3454,-0.2749,10.1752,21.8413,47.4439,1.3801,0.0,0.0,12852800211.99,8290.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PRD,PİRAMİT PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,2.3499,0.8064,0.8082,-0.0018,3.2757,3.5817,-0.306,10.785,23.3001,49.8161,1.4994,0.0,0.0,436043641.33,598.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PRH,AURA PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,2.1976,0.7454,0.7465,-0.0012,3.0523,3.4694,-0.4171,10.1976,21.9999,50.0516,1.3673,0.0,0.0,616064229.24,303.0,304,0.0,0.0,0.0,0.0,0.0,0.0,12.51,0.0,0.0,0.0,0.0,0.0,78.47,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PRR,INVEO PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.3388,0.7394,0.7358,0.0037,2.9782,3.3555,-0.3773,10.01,21.6046,,1.3724,0.0,0.0,769045301.31,149.0,195,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PRV,ASTRA PORTFÖY PARA PİYASASI SERBEST FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.3491,0.7079,0.7375,-0.0296,2.9561,3.3439,-0.3879,10.0276,22.0034,,1.3764,0.0,0.0,4366259710.99,85.0,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PRY,PUSULA PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,0.0,-100.0,0.9156,-100.9156,-100.0,4.0375,-104.0375,-100.0,-100.0,-100.0,355.5807,-100.0,-100.0,0.0,54288.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PSE,ATLAS PORTFÖY PARA PİYASASI SERBEST FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.8814,0.8833,0.8728,0.0106,3.5428,3.9989,-0.4561,11.9846,26.8584,59.4416,1.6477,0.0,0.0,25953091711.29,6041.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PTE,TEB PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.7054,0.7531,0.7541,-0.001,3.0547,3.3938,-0.3391,10.1586,22.1216,47.5715,1.4017,0.0,0.0,49239055968.47,4786.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PTL,TEB PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.8735,0.7469,0.7556,-0.0087,3.0497,3.3234,-0.2737,10.1809,21.9252,47.0142,1.3698,0.0,0.0,849258131.33,1740.0,304,0.0,0.0,0.0,0.0,0.0,0.0,11.06,0.0,0.0,0.0,0.0,0.0,81.56,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PTP,AHLATCI PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.1991,0.7573,0.7128,0.0445,3.02,3.2945,-0.2745,9.942,,,1.4117,0.0,0.0,96780407.13,314.0,117,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PTS,QNB PORTFÖY PARA PİYASASI SERBEST (TL) FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.6069,0.7405,0.743,-0.0024,3.0165,3.4131,-0.3966,10.1866,22.0926,47.4246,1.3837,0.0,0.0,8759306890.41,964.0,302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
PUR,AK PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,10.4764,0.7438,0.7436,0.0002,3.0177,3.385,-0.3674,10.1167,22.0574,47.2773,1.3835,0.0,0.0,127121011492.8,39689.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
PYB,TEB PORTFÖY ALTERNATİFBANK PARA PİYASASI (TL) FON,Bankacılık / Finans,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.873,0.7653,0.7466,0.0187,3.0654,3.2894,-0.224,10.0498,21.7068,46.975,1.3691,0.0,0.0,908483969.39,1116.0,304,0.0,0.0,0.0,0.0,0.0,0.0,16.71,0.0,0.0,0.0,0.0,0.0,39.71,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
RBP,RE-PIE PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,2.2756,0.8284,0.8235,0.0049,3.3602,3.6278,-0.2675,11.0477,23.9923,51.6846,1.5432,0.0,0.0,2520018965.32,1059.0,304,0.0,0.0,0.0,0.0,0.0,0.0,11.49,0.06,0.0,0.0,0.0,0.0,52.67,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
RO1,ROTA PORTFÖY BİRİNCİ PARA PİYASASI SERBEST FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.2964,0.7382,0.7378,0.0004,2.9894,3.3294,-0.3401,10.0623,21.9606,,1.3728,0.0,0.0,223542453.53,22.0,168,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
RPP,ROTA PORTFÖY PARA PİYASASI (TL) FONU,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,4.9804,0.762,0.7616,0.0004,3.0869,3.3608,-0.2739,10.2337,22.1867,47.9277,1.4058,0.0,0.0,6590470651.53,7686.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
RRA,ROTA PORTFÖY PARA PİYASASI SERBEST FON,Diğer / Belirsiz,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.5082,0.7887,0.7878,0.0009,3.1981,2.9825,0.2157,10.023,22.4856,49.5978,1.4803,-0.2132,0.0,1444584171.04,200.0,257,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
RRP,RE-PIE PORTFÖY PARA PİYASASI KATILIM (TL) FON,Katılım,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.6506,0.734,0.7058,0.0282,2.906,3.2479,-0.3419,9.7563,21.1654,45.2859,1.3298,0.0,0.0,832695308.99,86.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
SAP,AK PORTFÖY ŞEKERBANK PARA PİYASASI (TL) FONU,Bankacılık / Finans,EXCLUDE,Para piyasası fonu,True,2026-08-24,1.8564,0.7631,0.7415,0.0216,3.0489,3.3118,-0.2629,10.0762,21.6462,47.0649,1.4092,0.0,0.0,360605526.25,375.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
SKL,TEB PORTFÖY ŞEKERBANK PARA PİYASASI (TL) FONU,Bankacılık / Finans,EXCLUDE,Para piyasası fonu,True,2026-08-24,2.0405,0.7562,0.7539,0.0024,3.0772,3.3,-0.2228,10.0816,21.6532,46.9786,1.3601,0.0,0.0,134552273.41,736.0,304,0.0,0.0,0.0,0.0,0.0,0.0,19.69,0.0,0.0,0.0,0.0,0.0,31.23,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
SLF,ROTA PORTFÖY ŞEKERBANK PARA PİYASASI (TL) FONU,Bankacılık / Finans,EXCLUDE,Para piyasası fonu,True,2026-08-24,11.3505,0.7568,0.7464,0.0104,3.0691,3.2954,-0.2262,10.1,21.7694,47.4072,1.3665,0.0,0.0,1294570133.17,6820.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
